,full_id,osm_id,Y,X,status,power,fast_charging,cost,brand,level,geometry
185,n6538281802,6538281802,6503273.77680787,2135334.51329409,unavailable,480,True,0.47,Eticanium Energy,Level 3,POINT (6503273.77680787 2135334.51329409)
186,n6548222657,6548222657,6454868.9608695,2083248.09015607,available,120,False,0.43,S4M3T Energy,Level 1,POINT (6454868.9608695 2083248.09015607)
187,n6551185589,6551185589,7006393.1263556,2004166.92427161,available,480,True,0.6,Tosuns Energy,Level 3,POINT (7006393.1263556 2004166.92427161)
188,n6601096985,6601096985,6437165.94202366,2068586.05530835,unavailable,120,True,0.38,Begum Energy,Level 1,POINT (6437165.94202366 2068586.05530835)
189,n6611391351,6611391351,6990463.97633572,2070460.86477644,unavailable,237,False,0.36,S4M3T Energy,Level 2,POINT (6990463.97633572 2070460.86477644)
190,n6629697679,6629697679,6861650.84722399,1793139.31141539,unavailable,236,False,0.69,Begum Energy,Level 2,POINT (6861650.84722399 1793139.31141539)
191,n6642652317,6642652317,6452895.33811468,2448357.38507525,unavailable,120,True,0.26,Eticanium Energy,Level 1,POINT (6452895.33811468 2448357.38507525)
192,n6648087600,6648087600,6663470.57476922,2512341.6242573,unavailable,120,False,0.42,Begum Energy,Level 1,POINT (6663470.57476922 2512341.6242573)
193,n6648087601,6648087601,6662445.86318368,2515253.78666425,unavailable,120,True,0.68,Begum Energy,Level 1,POINT (6662445.86318368 2515253.78666425)
194,n6653587807,6653587807,6381630.99217513,2303269.66108339,unavailable,232,True,0.4,Tosuns Energy,Level 2,POINT (6381630.99217513 2303269.66108339)
195,n6653879885,6653879885,7208360.87918934,1753109.62402646,unavailable,120,False,0.43,S4M3T Energy,Level 1,POINT (7208360.87918934 1753109.62402646)
196,n6654905681,6654905681,6370380.48353243,2298495.4241581,unavailable,238,True,0.45,Eticanium Energy,Level 2,POINT (6370380.48353243 2298495.4241581)
197,n6654941537,6654941537,6374978.73650591,2301253.9990636,unavailable,120,False,0.49,Begum Energy,Level 1,POINT (6374978.73650591 2301253.9990636)
198,n6694001534,6694001534,6737255.38172918,1982306.42568369,available,211,False,0.38,Eticanium Energy,Level 2,POINT (6737255.38172918 1982306.42568369)
199,n6694001535,6694001535,6737253.19284061,1982314.12899246,available,120,True,0.4,Tosuns Energy,Level 1,POINT (6737253.19284061 1982314.12899246)
200,n6695550242,6695550242,6841772.13967398,2326190.66706425,unavailable,120,True,0.47,Eticanium Energy,Level 1,POINT (6841772.13967398 2326190.66706425)
201,n6727719330,6727719330,6829127.18536256,2337961.968507,available,120,True,0.45,S4M3T Energy,Level 1,POINT (6829127.18536256 2337961.968507)
202,n6749478796,6749478796,6486317.53116092,1866425.99724143,unavailable,237,False,0.54,Eticanium Energy,Level 2,POINT (6486317.53116092 1866425.99724143)
203,n6749670471,6749670471,6562658.60313323,1995192.88125741,unavailable,120,True,0.22,Tosuns Energy,Level 1,POINT (6562658.60313323 1995192.88125741)
204,n6764581799,6764581799,6526893.51479991,2021724.27888732,unavailable,480,True,0.59,Begum Energy,Level 3,POINT (6526893.51479991 2021724.27888732)
205,n6778947848,6778947848,6390470.67228487,2424267.46878132,available,120,False,0.24,S4M3T Energy,Level 1,POINT (6390470.67228487 2424267.46878132)
206,n6780974909,6780974909,6485568.24059474,2112548.27068879,available,480,False,0.22,S4M3T Energy,Level 3,POINT (6485568.24059474 2112548.27068879)
207,n6848069476,6848069476,6837612.73128606,2357091.41036754,available,480,True,0.33,Tosuns Energy,Level 3,POINT (6837612.73128606 2357091.41036754)
208,n6853379064,6853379064,6441353.44389513,2564421.99161502,available,218,False,0.28,Tosuns Energy,Level 2,POINT (6441353.44389513 2564421.99161502)
209,n6853379065,6853379065,6535738.69220603,2465960.202571,available,120,False,0.22,Begum Energy,Level 1,POINT (6535738.69220603 2465960.202571)
210,n6853379066,6853379066,6608600.65173564,2476914.43008327,unavailable,480,False,0.51,Tosuns Energy,Level 3,POINT (6608600.65173564 2476914.43008327)
211,n6853379067,6853379067,6735238.28372152,2439345.18173961,available,480,False,0.33,Begum Energy,Level 3,POINT (6735238.28372152 2439345.18173961)
212,n6853379068,6853379068,6664712.45134156,2510304.2772007,unavailable,120,True,0.24,Tosuns Energy,Level 1,POINT (6664712.45134156 2510304.2772007)
213,n6853379069,6853379069,6819721.52413553,2492100.02276009,unavailable,480,False,0.52,Tosuns Energy,Level 3,POINT (6819721.52413553 2492100.02276009)
214,n6853379070,6853379070,6776236.32826002,2409403.4558495,available,120,True,0.58,S4M3T Energy,Level 1,POINT (6776236.32826002 2409403.4558495)
215,n6853379071,6853379071,6817626.4384257,2340111.7037215,unavailable,480,True,0.49,Begum Energy,Level 3,POINT (6817626.4384257 2340111.7037215)
216,n6853379072,6853379072,6838541.45133651,2332187.78199176,available,120,True,0.39,Eticanium Energy,Level 1,POINT (6838541.45133651 2332187.78199176)
217,n6853379073,6853379073,6834211.40700891,2344456.22514844,available,480,True,0.27,Tosuns Energy,Level 3,POINT (6834211.40700891 2344456.22514844)
218,n6853379074,6853379074,6855074.84575464,2344237.96102284,available,480,False,0.46,S4M3T Energy,Level 3,POINT (6855074.84575464 2344237.96102284)
219,n6853379075,6853379075,6853578.35745345,2337723.73366475,unavailable,120,False,0.57,S4M3T Energy,Level 1,POINT (6853578.35745345 2337723.73366475)
220,n6853379076,6853379076,6853894.24769659,2330121.30262441,unavailable,215,False,0.62,S4M3T Energy,Level 2,POINT (6853894.24769659 2330121.30262441)
221,n6853379077,6853379077,6907414.79926407,2276740.77927397,unavailable,225,False,0.4,Tosuns Energy,Level 2,POINT (6907414.79926407 2276740.77927397)
222,n6853407996,6853407996,6909628.84317593,2386670.02321063,available,228,True,0.58,Tosuns Energy,Level 2,POINT (6909628.84317593 2386670.02321063)
223,n6853408033,6853408033,7198709.50563772,2156355.25103931,unavailable,120,False,0.47,S4M3T Energy,Level 1,POINT (7198709.50563772 2156355.25103931)
224,n6873412288,6873412288,7008538.87101852,2576371.10368042,unavailable,120,False,0.62,Eticanium Energy,Level 1,POINT (7008538.87101852 2576371.10368042)
225,n6903899662,6903899662,6785095.17133515,1725472.97970026,available,210,False,0.52,Tosuns Energy,Level 2,POINT (6785095.17133515 1725472.97970026)
226,n6903899664,6903899664,6785096.61515578,1725467.31353818,unavailable,480,True,0.34,Eticanium Energy,Level 3,POINT (6785096.61515578 1725467.31353818)
227,n6903899665,6903899665,6785097.82435576,1725457.48402715,unavailable,120,False,0.31,S4M3T Energy,Level 1,POINT (6785097.82435576 1725457.48402715)
228,n6903899666,6903899666,6785096.43467819,1725463.05000169,unavailable,120,True,0.42,Eticanium Energy,Level 1,POINT (6785096.43467819 1725463.05000169)
229,n6910263964,6910263964,6462759.82581189,2064297.26041851,available,120,True,0.31,S4M3T Energy,Level 1,POINT (6462759.82581189 2064297.26041851)
230,n6919051377,6919051377,6458099.3606034,2474759.40719296,available,120,True,0.55,S4M3T Energy,Level 1,POINT (6458099.3606034 2474759.40719296)
231,n6940112621,6940112621,6731745.57228934,2334834.84816333,unavailable,480,True,0.46,Begum Energy,Level 3,POINT (6731745.57228934 2334834.84816333)
232,n6954385977,6954385977,6685414.10248917,1877730.56945513,available,480,True,0.43,Eticanium Energy,Level 3,POINT (6685414.10248917 1877730.56945513)
233,n6961634774,6961634774,6808464.00888697,2322482.57029813,unavailable,120,True,0.31,Tosuns Energy,Level 1,POINT (6808464.00888697 2322482.57029813)
234,n6964735189,6964735189,6517482.0408727,1838426.68514618,available,219,True,0.48,Begum Energy,Level 2,POINT (6517482.0408727 1838426.68514618)
235,n6964753913,6964753913,6517221.4833233,1838329.1358764,available,120,False,0.22,Begum Energy,Level 1,POINT (6517221.4833233 1838329.1358764)
236,n6964775959,6964775959,6517829.00370376,1837132.69625325,unavailable,480,False,0.35,Tosuns Energy,Level 3,POINT (6517829.00370376 1837132.69625325)
237,n6964846684,6964846684,6506820.86751692,1867918.4576545,available,480,True,0.37,Eticanium Energy,Level 3,POINT (6506820.86751692 1867918.4576545)
238,n7025657086,7025657086,6462725.76276119,2220942.59695859,available,480,True,0.52,Begum Energy,Level 3,POINT (6462725.76276119 2220942.59695859)
239,n7026016335,7026016335,6466953.45827928,2218329.5277595,unavailable,480,True,0.39,S4M3T Energy,Level 3,POINT (6466953.45827928 2218329.5277595)
240,n7047527669,7047527669,6972883.90170623,1664533.15048022,unavailable,120,False,0.3,Tosuns Energy,Level 1,POINT (6972883.90170623 1664533.15048022)
241,n7059567189,7059567189,6395442.56183596,2273801.076425,available,219,False,0.34,Tosuns Energy,Level 2,POINT (6395442.56183596 2273801.076425)
242,n7082298185,7082298185,6958886.6529435,2350304.52818065,available,120,False,0.54,Tosuns Energy,Level 1,POINT (6958886.6529435 2350304.52818065)
243,n7086830503,7086830503,6640754.2080925,1896673.11702258,available,480,False,0.43,Tosuns Energy,Level 3,POINT (6640754.2080925 1896673.11702258)
244,n7099852553,7099852553,6769705.64978811,1840144.41168081,unavailable,120,True,0.54,Tosuns Energy,Level 1,POINT (6769705.64978811 1840144.41168081)
245,n7123572807,7123572807,6358628.79051601,2302367.24963127,unavailable,231,True,0.43,Begum Energy,Level 2,POINT (6358628.79051601 2302367.24963127)
246,n7146453045,7146453045,7194031.40009586,1696809.35741175,available,120,True,0.24,Eticanium Energy,Level 1,POINT (7194031.40009586 1696809.35741175)
247,n7169501239,7169501239,6874570.44212849,1893354.58281449,unavailable,223,False,0.21,Eticanium Energy,Level 2,POINT (6874570.44212849 1893354.58281449)
248,n7174481039,7174481039,6592175.41869511,2132202.63960816,unavailable,120,True,0.27,Begum Energy,Level 1,POINT (6592175.41869511 2132202.63960816)
249,n7175110405,7175110405,6594398.83215394,2120092.05862137,available,225,True,0.36,Eticanium Energy,Level 2,POINT (6594398.83215394 2120092.05862137)
250,n7175149384,7175149384,6586483.01109555,2124827.8569265,unavailable,120,False,0.66,S4M3T Energy,Level 1,POINT (6586483.01109555 2124827.8569265)
251,n7175159083,7175159083,6571698.00281841,2132428.22855625,unavailable,218,True,0.34,Begum Energy,Level 2,POINT (6571698.00281841 2132428.22855625)
252,n7176807408,7176807408,6501368.32264787,2142586.56623715,available,120,False,0.38,Begum Energy,Level 1,POINT (6501368.32264787 2142586.56623715)
253,n7192941493,7192941493,6459962.78227308,2199483.6834337,unavailable,120,True,0.69,Begum Energy,Level 1,POINT (6459962.78227308 2199483.6834337)
254,n7192988796,7192988796,6460350.59519545,2201247.60755702,available,120,True,0.57,S4M3T Energy,Level 1,POINT (6460350.59519545 2201247.60755702)
255,n7272751405,7272751405,6688704.91137403,2351677.59843984,available,221,True,0.45,Eticanium Energy,Level 2,POINT (6688704.91137403 2351677.59843984)
256,n7273750227,7273750227,7202478.16749825,1728583.0125021,unavailable,225,True,0.3,Begum Energy,Level 2,POINT (7202478.16749825 1728583.0125021)
257,n7394513023,7394513023,6491653.37127483,2115994.86683908,available,120,False,0.33,Tosuns Energy,Level 1,POINT (6491653.37127483 2115994.86683908)
258,n7425626766,7425626766,6491939.22904108,2113573.22263637,unavailable,480,True,0.3,Begum Energy,Level 3,POINT (6491939.22904108 2113573.22263637)
259,n7552614742,7552614742,6797520.77657019,2216415.24439997,available,120,True,0.68,Eticanium Energy,Level 1,POINT (6797520.77657019 2216415.24439997)
260,n7580371725,7580371725,6587485.80640063,1817666.52406501,available,212,False,0.53,Eticanium Energy,Level 2,POINT (6587485.80640063 1817666.52406501)
261,n7595785093,7595785093,7241527.14090133,2162303.31859917,unavailable,223,False,0.65,Eticanium Energy,Level 2,POINT (7241527.14090133 2162303.31859917)
262,n7619498525,7619498525,6505836.97818384,1879605.93552068,available,120,True,0.38,S4M3T Energy,Level 1,POINT (6505836.97818384 1879605.93552068)
263,n7625272009,7625272009,6500434.72529678,2091729.0434858,available,232,True,0.39,Tosuns Energy,Level 2,POINT (6500434.72529678 2091729.0434858)
264,n7633102761,7633102761,7269469.05687522,2062852.45587945,unavailable,222,False,0.44,S4M3T Energy,Level 2,POINT (7269469.05687522 2062852.45587945)
265,n7647609480,7647609480,6498469.99067183,2079087.76909055,unavailable,120,False,0.54,Eticanium Energy,Level 1,POINT (6498469.99067183 2079087.76909055)
266,n7685019615,7685019615,7169901.24926584,1636614.86784231,unavailable,222,True,0.25,S4M3T Energy,Level 2,POINT (7169901.24926584 1636614.86784231)
267,n7685019619,7685019619,7169875.79637916,1636603.63570569,unavailable,217,False,0.69,Eticanium Energy,Level 2,POINT (7169875.79637916 1636603.63570569)
268,n7685019622,7685019622,7169878.78860413,1636619.72137211,available,120,True,0.37,S4M3T Energy,Level 1,POINT (7169878.78860413 1636619.72137211)
269,n7685019624,7685019624,7169898.7683633,1636599.77291936,available,120,True,0.39,Begum Energy,Level 1,POINT (7169898.7683633 1636599.77291936)
270,n7739484451,7739484451,7065970.62687729,1615987.6111012,unavailable,480,True,0.48,Begum Energy,Level 3,POINT (7065970.62687729 1615987.6111012)
271,n7740646496,7740646496,7153775.77921814,1606750.58692195,unavailable,120,False,0.39,Begum Energy,Level 1,POINT (7153775.77921814 1606750.58692195)
272,n7740646501,7740646501,7066709.49936152,1613741.31736038,unavailable,120,False,0.25,Eticanium Energy,Level 1,POINT (7066709.49936152 1613741.31736038)
273,n7750440026,7750440026,6472042.46138065,1855356.05311848,unavailable,120,True,0.41,Tosuns Energy,Level 1,POINT (6472042.46138065 1855356.05311848)
274,n7783996328,7783996328,6460409.26483725,2231728.36468544,available,120,True,0.51,Tosuns Energy,Level 1,POINT (6460409.26483725 2231728.36468544)
275,n7797350711,7797350711,6456931.97314175,2442654.48756191,unavailable,227,True,0.26,Begum Energy,Level 2,POINT (6456931.97314175 2442654.48756191)
276,n7804613945,7804613945,6602711.0389695,1752894.22081178,unavailable,120,False,0.51,Tosuns Energy,Level 1,POINT (6602711.0389695 1752894.22081178)
277,n7804701929,7804701929,6586815.83582269,1809281.41681685,available,480,True,0.66,Begum Energy,Level 3,POINT (6586815.83582269 1809281.41681685)
278,n7817451660,7817451660,6877418.76599313,2473515.75697376,unavailable,120,True,0.29,S4M3T Energy,Level 1,POINT (6877418.76599313 2473515.75697376)
279,n7825607773,7825607773,6751975.00024843,2165866.64436752,unavailable,232,False,0.28,Eticanium Energy,Level 2,POINT (6751975.00024843 2165866.64436752)
280,n7826853949,7826853949,6935978.59946228,1687184.12877226,unavailable,120,False,0.3,Begum Energy,Level 1,POINT (6935978.59946228 1687184.12877226)
281,n7836985308,7836985308,6457299.23416046,2227205.11981604,available,480,True,0.52,Begum Energy,Level 3,POINT (6457299.23416046 2227205.11981604)
282,n7856811793,7856811793,6457489.64263866,2226398.03124389,unavailable,120,True,0.58,Tosuns Energy,Level 1,POINT (6457489.64263866 2226398.03124389)
283,n7856811794,7856811794,6457457.76885742,2226284.56328693,unavailable,222,True,0.7,Tosuns Energy,Level 2,POINT (6457457.76885742 2226284.56328693)
284,n7884583212,7884583212,6580817.2092528,1755029.13940206,unavailable,120,True,0.51,Tosuns Energy,Level 1,POINT (6580817.2092528 1755029.13940206)
285,n7909153956,7909153956,6526591.07728172,2021655.81740048,unavailable,120,True,0.22,Begum Energy,Level 1,POINT (6526591.07728172 2021655.81740048)
286,n7909215562,7909215562,6579648.94452452,1938490.76241289,available,120,False,0.2,Begum Energy,Level 1,POINT (6579648.94452452 1938490.76241289)
287,n7909243284,7909243284,6494004.85116674,1931591.10244988,available,215,True,0.35,Eticanium Energy,Level 2,POINT (6494004.85116674 1931591.10244988)
288,n7909245064,7909245064,6527168.85709915,1911606.94953902,available,218,True,0.36,Tosuns Energy,Level 2,POINT (6527168.85709915 1911606.94953902)
289,n7911207410,7911207410,6846611.76986133,2338771.36139261,unavailable,218,True,0.23,Tosuns Energy,Level 2,POINT (6846611.76986133 2338771.36139261)
290,n7936696729,7936696729,6498616.64340088,2094137.29595377,available,120,False,0.3,Eticanium Energy,Level 1,POINT (6498616.64340088 2094137.29595377)
291,n7936696730,7936696730,6497445.3238531,2093841.99874055,unavailable,213,False,0.42,Eticanium Energy,Level 2,POINT (6497445.3238531 2093841.99874055)
292,n7972878705,7972878705,7005905.97610813,2580313.90646093,unavailable,232,False,0.56,Begum Energy,Level 2,POINT (7005905.97610813 2580313.90646093)
293,n7972878709,7972878709,7009014.17533427,2574316.61342224,available,480,True,0.41,Eticanium Energy,Level 3,POINT (7009014.17533427 2574316.61342224)
294,n7999230581,7999230581,6591239.88723618,1815039.52879762,available,221,True,0.49,S4M3T Energy,Level 2,POINT (6591239.88723618 1815039.52879762)
295,n8008799728,8008799728,6493798.38075669,1879429.85035014,unavailable,226,False,0.24,S4M3T Energy,Level 2,POINT (6493798.38075669 1879429.85035014)
296,n8071688812,8071688812,6762958.7669544,2171923.17050726,unavailable,223,True,0.64,Tosuns Energy,Level 2,POINT (6762958.7669544 2171923.17050726)
297,n8088435130,8088435130,6456420.72369125,2219411.40849467,available,120,False,0.44,Begum Energy,Level 1,POINT (6456420.72369125 2219411.40849467)
298,n8173235464,8173235464,6934415.45703386,1692059.59964248,available,238,True,0.44,S4M3T Energy,Level 2,POINT (6934415.45703386 1692059.59964248)
